"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23"
"6996" 4458.71 21.1707 20.4874 5.58371 28.8623 50.5447 43.2435 41.1333 13.0828 3.28309 52.8158 26.2257 10.3924 19.2386 36.3921 6.7509 6.76434 6.8645 34.5206 6.51088 28.2313 18.5678 0.0806278
"2851" 4528.46 11.7576 1.86331 31.3474 16.678 66.8676 23.2061 35.7566 29.8455 45.1913 8.07803 4.67152 30.6104 36.8852 14.1795 9.02682 11.5774 5.56661 2.69713 55.2071 9.45022 26.8089 0.222412
"1925" 4561.49 14.5986 30.7632 9.88304 5.64788 62.3512 28.6112 19.8708 26.092 37.5362 26.0473 8.30509 9.22073 28.0784 40.2445 8.19716 3.12296 33.3073 10.1178 5.46958 30.3012 14.9087 0.0632994
"3130" 4603.91 12.136 17.3107 8.76983 16.5486 45.9035 41.7626 27.3736 28.3955 7.39322 51.9418 13.95 22.7872 33.0261 5.25182 28.3977 20.8105 0.692641 23.9931 4.7038 17.2692 27.1134 0.0692903
"6153" 4535.04 13.4658 5.7269 3.90906 49.6695 41.9438 33.4737 28.0966 32.7847 17.2906 27.2097 25.4977 31.1031 33.6221 3.07821 19.1215 14.1944 36.6447 2.07648 5.35736 18.7715 14.1066 0.25452
"6672" 4621.42 7.16592 15.988 10.3937 29.1499 24.0185 72.6424 27.0454 8.34799 8.02224 36.746 23.4401 27.2914 8.62463 34.3482 18.3265 5.76103 5.93905 5.16091 17.4013 55.6079 57.2305 0.0675677
"534" 4521.82 1.88625 34.3595 15.5049 6.54697 61.2132 48.5011 21.3311 12.3639 35.5912 25.669 42.6274 24.7777 2.79386 20.3556 10.7565 2.7457 33.8985 18.7663 2.31759 42.6036 13.1043 0.115776
"4601" 4654.4 18.7226 0.0762783 14.023 8.83144 26.5346 84.5303 6.51254 35.7639 4.15858 45.4587 17.0508 20.7965 25.7224 20.165 8.57961 1.78895 31.8 9.18413 15.708 4.31446 9.72089 0.0797466
"2691" 4547.96 12.2416 28.8823 8.75577 18.0613 68.5331 15.7952 28.3068 25.9707 21.9988 3.05742 36.5088 32.4693 10.6292 39.0509 14.803 4.82289 13.755 1.62991 18.301 60.4442 20.1901 0.00128287
"2012" 4670.25 3.89624 12.3917 5.67512 10.1027 43.1644 49.971 32.7897 18.0792 23.3475 26.0666 43.6189 15.162 16.0602 22.6088 3.10443 6.79692 2.72262 18.3516 16.4298 47.1356 20.0769 0.0604822
"5165" 4573.96 22.7545 3.60569 21.664 6.05251 29.4517 55.9783 23.5034 42.4869 14.8827 41.9 13.3447 2.76649 15.9217 32.6937 24.2606 6.20332 11.9908 22.6549 14.4527 35.8186 7.6617 0.0727666
"5812" 4533.03 10.6924 12.7295 36.7537 4.51239 56.531 33.4258 34.4266 5.91887 42.9421 28.3994 20.745 8.25764 38.9039 17.1252 13.5416 18.2031 22.282 15.8828 2.37989 8.38402 10.8166 0.0104006
"4935" 4668.55 4.09517 13.1316 9.63527 8.48608 50.2209 49.2241 12.1238 50.1323 4.8427 36.2572 17.9445 11.2655 19.031 36.4076 13.506 5.63694 7.82436 37.3167 12.4365 21.5548 4.81572 0.0512028
"5877" 4488.62 9.27299 2.1736 30.7523 41.7194 30.9198 45.5494 51.205 7.44399 9.17589 36.5721 41.8772 11.4835 7.50453 38.926 8.78739 12.8059 5.52726 15.347 24.577 6.25715 12.3735 0.00116113
"5348" 4642.87 6.48566 11.8061 13.5959 12.1663 26.7021 63.0313 42.5747 16.2892 12.564 40.2489 16.1642 2.65573 39.8502 23.4254 3.89619 22.1507 16.557 13.3685 7.90603 41.3327 7.40757 2.68069e-05
"4505" 4470.88 10.6391 46.4726 4.45902 20.7555 70.6767 21.7899 13.7848 31.8558 6.34419 40.5806 49.6469 7.0431 25.3008 13.9285 15.9195 5.19394 7.05623 53.1305 4.56375 9.33139 31.2782 0.0308151
"5982" 4557.66 8.57362 26.1022 7.48437 12.6788 68.0719 33.4031 17.3693 11.7394 21.9957 13.1794 64.2063 3.47477 20.4699 41.8361 3.28891 7.8493 18.3162 1.71035 19.8302 44.6321 10.7976 0.122928
"4389" 4377.9 14.3626 57.2891 10.4382 5.2487 70.1835 36.3123 24.7593 17.9123 35.5291 29.9198 12.2863 28.5906 17.4643 18.3247 17.8817 2.82348 22.7494 14.0747 21.458 12.5873 10.594 0.0832391
"3841" 4533.73 4.57148 37.3992 7.19566 14.4222 24.4298 65.5357 31.0417 34.4329 1.19294 46.3143 21.7098 11.0577 9.9952 46.6802 6.16798 51.8992 2.83056 7.7112 0.626369 5.80896 14.2857 0.0309277
"6425" 4566.12 13.4774 18.2389 20.0156 12.2724 66.9363 20.2885 17.1124 29.5598 8.83579 39.342 33.2717 12.3742 14.6146 38.6557 23.0759 15.2779 23.4568 2.50185 13.6709 7.02471 19.363 0.144779
"3953" 4592.29 2.93348 29.3138 8.90652 3.33885 38.5756 52.828 44.3579 21.6093 3.74014 47.9848 0.938466 49.6081 17.9733 3.12417 15.3337 10.0497 8.05779 26.5746 21.2518 14.4038 6.47876 0.132137
"6677" 4626.54 7.14841 11.2709 10.5135 20.3244 16.4976 79.2584 25.8314 20.6337 4.92205 46.7351 12.6489 38.8964 4.69271 16.5392 10.6853 27.6371 9.08325 14.479 9.48362 13.7669 2.50629 0.0140691
"546" 4562.93 6.6358 28.9288 10.3786 11.2949 47.704 38.7318 39.1779 18.1414 24.019 24.0619 47.935 20.6313 11.7686 14.5938 11.4851 0.148399 36.1076 58.222 5.08547 1.86452 22.2687 0.0403238
"607" 4461.45 32.6514 12.2401 24.8344 11.0875 11.707 80.954 19.1462 38.4109 9.86515 38.0085 11.762 27.8207 17.3498 26.5369 18.1076 18.4066 17.0768 4.25198 1.45622 33.6056 5.15623 0.0327549
"5719" 4470.82 17.0483 33.0921 16.531 10.2137 47.5307 45.2791 10.2966 25.61 13.4043 55.4998 28.8196 5.33098 17.5186 37.1164 7.47238 3.7628 17.5638 7.81053 35.704 25.1841 3.87769 0.00538551
"3524" 4578.87 9.74564 19.2026 14.2998 10.4132 73.1723 12.4544 37.3948 11.8036 27.4791 29.8819 54.1368 10.4477 7.06131 19.7698 9.37599 37.039 2.89847 17.2472 13.4233 17.4415 5.97034 0.0042746
"716" 4605.66 14.193 2.16306 30.3458 16.4373 52.8032 33.6609 19.4125 27.1725 12.7836 17.8699 29.8936 19.0694 56.0617 3.95993 18.8059 22.0327 8.50999 5.43076 2.38208 12.099 6.73894 0.00320057
"5289" 4531 9.74623 4.67116 16.1704 37.5354 14.3925 52.4834 43.1385 53.4164 4.97028 11.1809 33.2666 19.6116 29.3599 16.0051 20.7713 10.5947 10.0099 3.22767 7.94462 22.9032 69.2299 0.258463
"2870" 4453.48 9.93089 12.3783 31.1618 11.3644 72.5433 16.5833 54.5734 13.638 27.4092 26.3547 35.0062 10.3997 31.6452 10.5477 15.1361 3.62571 7.95903 20.8715 12.5197 45.45 22.9481 0.214924
"2915" 4537.01 16.3638 7.9538 4.21436 33.2786 70.4188 30.5344 29.6855 6.15191 27.4967 38.8788 26.2773 8.08534 35.3371 14.6605 2.31309 29.7911 11.015 21.9257 41.988 6.10789 52.5058 0.040709
"3969" 4490.85 13.1171 48.6464 8.0227 5.37903 10.9066 74.8382 51.2066 2.2044 32.4377 29.0899 33.4719 6.42689 23.7075 22.3325 15.6193 8.00055 9.84989 6.23986 32.993 6.01944 11.6465 0.123949
"1078" 4566.03 2.11177 19.574 12.6508 18.9621 51.2709 39.7654 41.8579 19.1613 14.7251 27.1775 1.36878 60.7513 4.41593 30.9254 11.7969 3.05076 8.53009 19.2467 9.02914 40.2214 9.5574 0.0667456
"1603" 4560.26 7.98447 6.12871 16.249 26.6911 10.7344 85.3931 16.5169 42.1883 8.651 43.5128 8.94572 20.4248 20.0331 29.7515 11.4189 21.9384 40.1506 20.0003 28.8294 14.6395 13.3261 0.175872
"1456" 4500.33 3.80914 20.506 21.9466 24.1265 67.3321 38.5018 11.1596 22.4136 24.4268 11.7711 26.8967 34.0792 13.1777 40.2979 13.1111 24.2005 13.2221 2.77391 28.5689 1.72188 16.6505 0.0027395
"3032" 4510.51 18.9135 9.84439 14.5388 28.9872 15.0157 97.3049 2.45731 27.5924 14.8829 32.5517 36.8226 32.4049 3.0071 24.1356 10.1764 0.194654 5.18984 53.8205 11.9598 20.8237 34.8446 0.0664492
"2182" 4444.58 4.48039 62.3905 1.91116 16.6488 10.0956 70.1906 57.1846 15.0161 9.87553 10.9951 29.3614 36.5229 2.38022 27.9146 28.339 17.7874 20.7607 7.69828 18.3489 9.73668 25.885 0.0952081
"71" 4608.8 12.538 0.747552 13.367 33.7777 44.8731 43.5674 25.6802 22.788 2.2607 55.5057 31.6492 14.7058 13.8296 13.4705 21.4066 10.5593 13.0754 18.834 7.57493 13.8023 27.5247 0.0671182
"1984" 4554.01 0.461975 9.9911 24.6179 25.027 38.4247 34.3484 52.8847 6.68748 32.7758 21.3875 13.4213 42.1752 17.2874 27.4119 13.0452 15.2357 3.15926 9.42059 19.0637 13.9272 6.11865 0.011145
"155" 4489.27 13.3487 14.4458 4.55691 39.7405 78.1417 30.3154 12.9866 27.5937 43.2829 13.8612 5.78252 17.6155 49.3298 9.66565 15.1024 18.4078 16.2607 7.98886 22.8249 1.72153 34.5018 0.00218735
"2139" 4618.49 30.2605 9.00918 3.15363 7.90941 14.2124 77.215 36.822 28.1596 27.3304 22.8064 1.88777 15.2845 34.5486 18.3443 17.4122 32.0024 14.0009 30.1456 12.3753 1.95871 16.2238 0.0780979
"3662" 4535.6 36.1532 7.93813 14.1778 3.39985 56.0284 41.14 39.7338 24.4937 10.6668 9.6716 26.4364 28.4475 39.5925 14.1641 1.76612 33.0162 14.8907 10.2208 21.2668 2.33454 11.7861 0.0772893
"6842" 4552.8 1.46809 19.6697 0.631569 74.0778 15.7674 38.0583 26.2792 37.6469 0.538575 55.8083 13.0934 31.3925 2.1346 16.399 13.7182 8.89263 53.454 5.73007 24.0427 38.1041 6.09442 0.0504243
"4167" 4604.06 3.81479 8.98883 8.44021 30.5614 79.3766 15.9557 42.1476 13.8801 16.1572 25.3388 11.522 17.294 10.1795 52.7715 16.4627 4.98418 18.3858 28.9651 20.0474 12.136 25.4671 0.0307687
"1861" 4545.53 15.259 28.0823 3.85605 19.3766 78.6053 10.3156 36.6716 14.0836 17.8442 22.7289 57.5436 28.607 5.6665 4.12837 22.2268 6.42128 13.5956 6.40967 12.4583 36.8973 35.2271 0.0132637
"1971" 4477.39 19.1967 17.2719 36.2409 3.56159 58.3527 48.2888 11.5814 20.6585 32.6154 18.4652 14.5598 16.0234 18.4057 34.2621 6.08176 31.2785 17.827 22.6453 33.8213 10.6434 24.5848 0.0216499
"3397" 4522.42 33.0879 9.90463 6.76166 13.4892 71.9277 23.1427 35.0156 17.9338 24.9113 20.6604 1.0139 49.889 7.84878 38.804 19.8741 7.16474 20.3175 11.455 5.57147 52.5105 5.34918 0.106711
"1898" 4616.02 6.43448 10.9257 18.7198 1.61843 85.1434 12.0871 31.8552 36.5499 13.3068 21.7182 16.087 40.4845 34.4989 1.90286 1.54397 20.1997 25.5137 14.1685 15.1118 12.6243 27.9331 0.121605
"3153" 4581.03 1.7615 12.1193 7.09324 31.9531 58.3644 42.4717 26.6198 66.4468 2.86612 8.97541 19.117 1.56894 17.8936 13.5568 37.2909 25.9833 24.7044 6.97945 7.51385 4.91708 6.99016 0.0160973
"5029" 4687.16 2.78033 9.80547 7.02398 15.3534 29.9312 102.441 7.85665 12.0311 8.7949 28.8341 33.6462 3.96337 33.8048 23.242 7.75859 15.0583 4.2079 37.6896 4.32199 21.6244 48.4699 0.00436174
"2369" 4449.54 41.0529 15.1197 14.5724 13.7783 34.2321 72.4497 6.22045 22.6166 18.5521 37.5364 30.023 6.85542 29.7455 21.3643 28.0396 11.3894 11.9004 6.86343 21.8596 16.1784 32.8969 0.036812
"1298" 4590.77 28.2266 1.79184 8.30076 20.013 46.8268 45.7699 4.88918 30.9501 35.3517 29.9707 40.0823 18.7573 10.9154 19.286 1.29435 21.1499 1.76089 23.2089 30.1343 5.74434 6.08705 0.0366693
"3164" 4551.93 12.6516 1.07475 4.24957 49.4691 43.8356 48.0214 1.06811 56.3607 6.65043 29.0604 38.1745 5.36642 11.4956 42.6358 12.8988 19.3026 37.1001 5.80646 11.5032 0.237377 27.5748 0.000736679
"6518" 4582.11 5.43076 28.4375 3.53279 13.9166 49.6213 44.3649 38.215 14.4995 10.4192 34.098 45.1931 6.62619 29.3018 11.9534 13.2169 6.3419 38.2505 18.4127 7.71881 8.17778 24.4343 0.0691942
"4565" 4577.5 16.1283 13.9276 12.8651 4.78758 56.7857 68.5295 9.85466 15.899 31.3825 3.03311 57.1669 19.5963 8.64492 10.6753 45.8513 7.38598 36.7746 10.4553 21.9269 23.5411 20.8668 0.0550017
"4229" 4505.62 5.42032 14.0723 41.7853 22.8281 51.7181 49.3273 20.3772 9.31924 19.2412 37.0894 28.5591 7.26519 19.5892 16.5646 48.7006 11.1108 1.97503 26.8404 11.2395 15.6368 0.889495 0.0111393
"2522" 4610.98 9.01422 20.3574 10.8832 2.97822 56.2606 22.8439 59.3037 8.01047 18.3122 31.2776 27.2311 28.3861 30.9247 11.4822 8.43604 4.85897 29.3361 10.1302 24.1173 11.7224 45.4493 0.0406909
"4557" 4584.87 15.3523 13.7588 18.4816 4.03053 24.2485 79.0017 19.3152 26.9218 26.2922 11.5521 52.0226 13.0509 23.1073 11.0835 17.4067 31.4449 17.2557 11.1398 4.50261 2.08665 9.19195 0.0160848
"2190" 4536.98 2.00312 30.709 7.00924 23.7389 12.6287 70.5689 37.9588 22.4796 29.2154 23.7034 24.0949 34.14 13.9382 16.5643 11.1451 21.1135 50.3923 5.65818 14.4013 12.4724 23.3717 0.122407
"5564" 4399.96 3.85517 16.1932 5.51474 61.7269 50.1344 40.4432 32.2908 25.0464 15.6067 22.6913 7.93962 44.0968 33.4015 19.3004 10.0829 9.0584 0.754842 2.45462 49.3969 32.0038 31.9889 0.0518027
"6223" 4571.12 3.39757 13.9115 8.6269 28.0973 65.7334 25.02 39.792 29.321 1.44548 35.4672 28.2605 8.82907 30.2281 24.1153 6.79987 16.7749 10.5678 4.67682 10.8617 23.2052 2.94335 0.00727569
"2133" 4570 26.853 14.8034 4.80299 14.9092 9.92495 85.0298 18.8817 24.6346 25.1467 25.6406 37.4661 12.6841 31.6524 8.16493 25.7939 32.1825 8.70785 20.5375 3.5046 11.8412 11.8615 0.414937
"69" 4523.67 33.1545 15.3392 7.18602 27.8905 35.2928 40.5098 30.7261 18.2026 9.56253 35.0492 43.1224 16.7388 19.5535 8.34993 23.0355 20.483 30.8765 21.3939 3.46175 9.58486 21.8873 0.0497951
"4400" 4380.43 12.8472 62.4568 10.5957 8.68828 61.7519 54.1806 10.874 9.87488 42.1388 23.8765 9.74992 24.4634 9.91914 11.7089 23.0387 26.5946 1.1882 3.32114 5.82062 39.119 7.22713 0.0278184
"5830" 4552.22 18.424 9.47503 23.9606 9.4999 29.3839 51.6902 29.1965 35.1394 17.9899 36.8836 13.7205 22.9502 9.28197 38.2685 0.605867 18.5816 8.68501 37.1489 16.0257 12.1231 43.6476 0.0726247
"1672" 4634.95 3.96326 20.1711 1.74342 11.3734 72.7459 50.5315 3.46827 19.3258 16.7564 29.8187 47.0884 14.3503 4.32022 33.4933 13.9256 25.2549 15.9734 4.39179 12.9553 5.94501 44.132 0.0394055
"3374" 4630.35 7.10435 15.7076 6.9859 13.238 71.5898 46.8744 16.9875 2.40865 12.4129 43.9919 39.4052 13.1813 9.73937 35.3374 8.95277 12.7563 3.74359 5.7193 14.7853 41.2481 6.30079 0.0279549
"2278" 4577.57 1.26878 8.17516 5.39124 49.6049 19.0105 87.341 7.92286 9.85699 41.7923 17.8196 32.3418 19.1349 13.7795 23.8842 9.65093 21.0075 11.8708 20.2576 12.1425 19.4421 10.4602 0.0136372
"2366" 4428.29 39.6797 17.1648 18.3038 11.6576 36.8365 70.6559 6.22045 29.6865 11.1367 35.6147 37.6501 8.02054 25.0992 6.74961 46.7866 1.925 24.7856 16.1853 16.8006 4.51177 13.2565 0.0195734
"3860" 4658.58 20.0272 3.75201 1.01761 7.99488 38.227 64.8658 41.7206 6.22936 23.333 39.1713 8.98184 24.7442 16.984 29.596 4.35366 12.2188 3.80857 41.8009 12.114 17.1995 10.6361 0.0804203
"4062" 4540.16 23.9234 19.0521 6.15056 16.2438 45.8362 50.2468 30.2265 20.7503 6.92982 44.2872 21.1666 17.2566 25.2027 23.9543 3.91514 19.0252 15.5009 3.76402 41.0753 10.5886 19.7754 0.0405483
"6872" 4531.02 20.4326 26.7242 7.382 7.72788 29.4107 37.6886 80.0248 3.6569 6.06489 38.2579 37.9212 4.67394 2.67498 55.333 2.26781 8.21245 5.02461 45.6339 11.8171 7.92415 46.6573 0.266032
"552" 4555.93 10.8156 32.1899 7.1601 7.37597 32.2907 56.1803 45.5672 6.57587 27.2099 20.8422 47.0348 3.86818 4.38714 12.6124 48.9409 11.7793 7.44863 19.9488 10.6105 14.1978 9.57408 0.0227356
"3059" 4635.88 7.05308 11.8724 18.8087 6.12504 57.9122 65.8736 12.0026 1.93928 27.719 21.7169 44.0374 17.6442 8.01338 25.3696 22.9415 23.2603 6.99797 6.29029 17.4686 18.907 10.0992 0.0180429
"4615" 4621.3 15.4803 0.121715 12.3115 15.0442 12.6866 92.052 20.8377 16.9414 6.14096 45.5246 38.2602 18.7109 12.8606 24.5343 10.9655 15.314 15.7014 19.7215 8.28532 19.4996 19.3519 0.468982
"1268" 4521.28 2.73959 5.71945 16.1934 43.7231 5.23027 82.2981 54.3179 2.70796 12.7751 31.7108 27.2021 18.4507 19.1642 31.2439 16.5572 19.5321 10.9808 4.47419 12.9605 26.5513 15.5687 0.0029475
"781" 4643.84 5.12157 18.4794 6.40626 8.80844 61.4642 51.9277 29.8003 4.74994 10.1237 37.6218 30.3874 6.67095 13.7503 40.5556 18.5434 9.48402 16.7437 10.66 11.5814 10.6587 9.02927 0.0958215
"945" 4630.51 9.54681 24.4529 0.878283 8.61291 29.395 70.6353 29.3952 12.7441 23.6286 23.6139 37.2767 37.3391 13.4184 9.34404 26.9723 17.8366 6.11988 14.1679 24.8091 2.34818 19.5443 0.0017262
"4790" 4647.74 5.97934 9.13991 11.2402 60.1705 22.5118 15.7107 37.3642 23.0086 7.65763 50.323 11.759 31.0991 19.6323 24.4544 0.728525 6.14983 2.05733 34.391 18.991 8.8292 31.2619 0.106348
"2738" 4468.46 33.2079 4.57044 14.748 30.0915 15.8739 68.1196 50.8667 4.88015 26.9507 20.5784 15.3782 42.2126 15.9466 23.5427 6.48641 11.4041 5.29223 17.6498 29.212 32.4228 16.6057 0.0244908
"5101" 4650.19 2.41639 25.3773 4.48979 4.7093 35.174 70.2867 21.5798 4.48324 1.90083 76.9111 6.16485 30.7707 10.0747 30.325 7.11274 18.3392 38.9416 0.782779 5.15758 7.26295 44.927 0.0475697
"2968" 4577.98 1.24252 24.7508 12.0006 12.1053 60.9343 36.9082 23.0389 31.2661 14.9888 15.734 54.9093 28.2873 6.08131 17.5306 24.8481 2.22271 24.9746 11.3867 24.4525 18.8909 12.2711 0.101433
"828" 4648.74 6.12491 23.9164 0.654703 3.19104 87.6025 10.7971 47.4846 14.1717 16.2733 18.238 19.6413 34.4703 18.0523 15.1555 31.4725 2.23632 9.93627 11.0951 13.6754 1.65255 19.7336 0.0654745
"2055" 4458.12 24.6565 16.2457 9.88884 29.1751 53.1084 52.1883 13.893 7.04282 31.3189 31.8704 31.9543 16.932 14.1195 35.3207 9.90086 4.90463 23.8367 5.99497 17.26 20.8006 55.0785 0.0393081
"6952" 4529.33 2.89421 44.1975 6.12432 16.3247 38.2607 74.866 5.15552 25.7059 17.4786 30.9124 32.1442 26.8621 4.37821 27.3555 8.19132 37.8429 5.60247 15.9335 0.833944 22.2851 11.8614 0.0147504
"3975" 4472.63 14.4611 49.4925 10.0073 3.31067 20.158 65.8533 33.3748 22.5784 26.2429 19.1011 29.3766 21.812 1.12119 42.2403 13.834 17.213 19.1622 4.19806 6.1873 6.73366 9.22189 0.105595
"1027" 4552.18 8.13412 9.73274 7.92338 22.9649 72.5952 16.8177 58.6465 5.01551 23.1548 35.5387 15.5018 18.1705 45.7544 2.36394 11.9492 25.7297 20.2953 6.11819 30.3202 10.7958 23.3036 0.144665
"1735" 4454.79 16.6286 16.9936 21.161 21.5874 83.5019 20.6831 16.4906 38.5476 17.7526 32.432 15.1066 4.85271 13.9438 58.2922 4.74733 14.7355 25.4482 3.74298 18.8087 20.0519 13.9904 0.0692172
"1297" 4590.15 31.4898 2.72779 11.842 20.013 51.0543 45.2261 13.1843 28.0092 16.8422 31.7244 31.1775 17.7757 9.07867 24.948 19.304 16.7162 3.84477 23.151 29.8417 11.392 46.4665 0.0249243
"274" 4609.31 20.8684 14.9832 8.6822 3.2996 63.8244 32.7606 29.0864 20.8043 28.5196 23.899 14.2935 26.5336 36.5419 9.2913 16.4769 28.171 8.37156 1.77781 49.5708 3.0174 8.97554 0.0211297
"4684" 4533.7 8.70616 6.2717 21.0655 32.3725 39.3345 63.3772 26.9514 27.8584 4.72963 34.0101 27.7399 17.1368 5.86952 43.3211 7.56341 4.63871 6.22762 37.4636 31.6292 20.143 13.997 0.027354
"5870" 4502.59 6.12713 4.74144 32.4113 45.0635 28.8868 31.3567 44.7805 14.7005 12.8497 33.1599 46.7553 11.4835 2.76093 40.7496 9.19639 4.88948 19.2729 21.7029 9.22454 20.0874 18.7252 0.231641
"6593" 4593.12 9.53386 16.8046 4.67632 32.4238 58.0782 16.5347 44.8785 14.5007 22.8299 18.309 27.4392 4.31722 37.9209 29.3138 19.4006 6.37259 40.1512 5.88494 3.85185 36.8033 6.70346 0.141756
"4169" 4604.06 3.81479 11.616 5.99347 32.1367 79.3766 3.17474 42.1476 2.32159 24.6331 36.6357 27.5163 16.6267 4.41967 54.6172 4.86816 13.7864 8.71883 13.3055 10.3999 11.0339 47.4368 0.0632602
"4443" 4473.49 1.327 59.9708 1.74544 16.1018 46.3054 48.3377 12.3429 21.6308 35.5388 21.6114 56.8942 3.10179 19.9071 17.7675 11.8595 30.5116 11.4629 27.1098 2.86207 23.268 17.4675 0.0325641
"4831" 4642.31 2.59956 19.4452 2.87062 13.8451 18.0317 69.3125 31.7431 29.9206 14.1246 32.0644 40.0348 19.4852 7.49077 25.6775 9.84854 17.8354 33.7247 2.62198 18.3933 10.0866 25.5477 0.139128
"4830" 4667.82 6.68283 18.9247 2.87062 17.0283 18.0317 68.8823 25.2351 35.2436 17.7771 36.8624 31.2484 19.3899 8.77739 16.665 6.19615 12.7476 28.3501 3.77991 28.7052 10.2496 22.3716 0.034367
"1921" 4604.41 10.8628 28.4222 3.44065 11.0969 65.8645 22.1897 28.5785 20.9648 21.3545 49.2212 18.2296 15.0769 29.8199 13.5443 7.38602 2.91189 13.3085 2.9132 20.436 26.6169 44.6434 0.00952225
"1352" 4554.32 9.09931 4.70584 15.7254 37.0711 31.219 46.3961 43.457 20.001 20.634 55.0847 2.19403 22.9393 30.8663 8.90561 5.47535 12.9201 16.9429 19.3166 25.6656 11.7139 12.3829 0.0408587
"6661" 4593.06 5.91898 5.31765 6.19439 30.9799 57.7313 47.8264 14.1261 12.0855 6.83477 63.876 20.0539 17.1731 26.3713 25.3052 16.4135 12.0592 8.86531 19.9406 14.3317 43.3588 20.3064 0.106393
"4481" 4462.88 23.0958 26.0094 20.1144 5.88703 62.1062 41.8159 13.2152 43.8927 3.43853 40.3839 38.424 10.2488 1.196 39.2564 11.3394 14.1432 3.03004 30.7206 9.31853 16.4592 73.0741 0.000430847
"2719" 4565.59 7.33233 5.15165 27.3529 31.9778 65.7571 18.713 26.0911 3.98717 44.525 22.0819 23.2007 17.022 30.7675 14.7129 23.0125 15.1507 4.37476 0.5587 35.1739 37.6695 6.99866 0.00729013
"3482" 4574.66 3.00845 33.6822 9.35321 10.8315 43.1359 61.9586 7.09078 20.3262 31.2913 30.8657 31.3322 7.71492 1.35131 51.6306 6.07059 16.7244 11.0435 38.8776 6.68074 11.7822 2.49473 0.00286648
"4526" 4450.78 8.55257 33.9492 17.8907 12.7567 44.7919 62.5162 22.4103 12.3201 32.2934 31.0957 33.5223 0.44503 10.7001 34.7924 8.91829 7.49708 8.31044 12.2202 9.42961 59.4255 4.84383 0.0972244
"2818" 4531.8 17.2924 20.8247 17.8736 8.4033 62.5193 31.8873 6.39841 28.2159 16.0705 53.5043 33.1043 12.3072 28.7892 12.1529 4.17277 34.673 15.6174 1.95015 33.0287 2.6587 20.3157 0.0171507
"6706" 4607.52 12.6623 1.65669 24.477 14.9248 55.8684 24.1863 49.1315 13.6568 23.4737 7.94397 12.3627 47.333 25.4742 27.6711 9.59833 1.08853 8.10491 58.7375 2.03927 3.12565 8.30786 0.00228833
"3410" 4411.87 37.6381 1.00448 35.3876 17.2738 2.76371 89.7564 22.4439 27.8595 16.6318 39.0067 19.2896 19.5422 18.4143 27.546 4.42988 8.88757 25.2398 12.2071 2.70896 40.7895 10.6079 0.00736607
"1398" 4576.28 1.16525 3.65328 13.5603 25.0132 32.1428 84.2125 12.7001 21.0472 14.8055 9.68419 12.0657 87.2883 12.7944 11.5775 6.79466 1.98759 7.18497 18.7634 9.69776 18.2915 4.90254 0.266889
"884" 4438.23 4.35521 9.37881 55.7258 11.5546 84.751 6.2732 13.664 27.9465 13.802 53.4668 10.0954 43.1407 26.3411 8.45978 12.574 9.78566 11.2904 31.2564 3.72767 28.2498 35.2797 0.0764563
"39" 4544.51 18.1541 5.01246 4.28328 34.2001 31.9611 54.8222 47.057 23.575 10.5606 36.622 13.7597 30.5064 9.70651 28.9961 23.1667 2.26199 6.67906 7.88506 34.1259 12.1255 10.1213 0.167993
"6016" 4589.71 16.8156 1.03369 21.7907 10.4641 31.9102 53.3852 38.8621 27.5378 6.63332 29.2154 2.20908 62.2984 18.0714 13.2182 12.3878 19.1663 12.8861 39.1816 13.295 32.771 3.51389 0.188981
"3908" 4514.09 2.54799 0.612415 37.7626 9.6653 57.9118 49.4898 16.1591 38.8204 15.4168 19.9635 41.9913 24.7988 29.1895 0.548919 24.7655 16.864 7.83858 17.0856 20.756 12.1734 14.422 0.262413
"6165" 4566.92 11.2982 24.6336 4.91547 27.6352 45.2855 45.6638 18.6392 7.56936 26.3942 45.562 19.9489 24.2972 5.63561 38.9258 2.79624 25.6209 3.07814 8.92658 14.635 38.495 18.9281 0.117518
"750" 4627.3 14.0511 0.843108 20.2619 1.96936 50.1558 68.4059 29.7465 16.191 0.816334 23.638 37.2885 37.9701 17.0122 16.7978 6.1344 7.86245 26.0958 14.5637 0.610177 17.3212 28.8431 0.177666
"5899" 4565.27 4.83973 8.3236 2.70577 41.4793 52.9247 41.506 15.6149 13.4761 42.162 42.8633 14.9088 7.229 25.0079 15.0914 27.2712 21.6176 42.3112 10.6718 6.80071 4.77917 32.6322 0.176405
"5853" 4471.88 24.0985 24.6454 15.6843 10.2787 9.13995 81.8404 28.1877 55.4677 13.0965 16.2989 36.467 3.64866 16.7399 27.8853 17.731 8.73235 6.92237 4.23342 7.20606 53.2308 3.82503 0.000786115
"4489" 4595.08 9.0739 26.3995 4.35003 8.54651 75.0193 41.7023 4.99655 43.0016 9.12468 31.7135 14.7958 16.1184 10.7151 44.0572 7.50502 29.5909 44.1894 6.05177 6.47407 8.85444 22.7931 0.00825925
