"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23"
"6875" 4558.08 13.3548 26.9789 5.17175 5.41513 24.8141 32.1069 96.4754 3.6569 4.0828 38.2579 38.0061 10.5031 1.79202 50.8662 4.88457 49.5034 3.45169 15.4421 12.3788 20.3882 3.36556 0.296534
"363" 4539.04 13.1437 26.7487 9.87939 13.3349 49.0273 42.8429 24.1367 42.4729 6.19003 35.1499 25.7087 29.5655 2.38605 28.0974 19.6546 5.32315 10.3596 21.1084 16.9036 4.37221 7.02835 0.025109
"123" 4507.12 24.2671 23.385 11.5322 5.72349 79.4024 9.20092 32.4103 34.3234 25.5405 12.9022 53.1707 1.37148 33.4616 17.0548 6.72034 12.4068 4.26735 7.00559 20.2284 19.4896 2.07737 0.0885824
"1650" 4641.83 4.03414 21.132 5.24942 6.13739 63.9699 32.6319 29.8208 19.3849 9.08092 53.1219 15.1269 15.4212 17.091 36.2206 13.1009 7.74813 10.663 30.8297 6.73442 10.9776 37.221 0.083343
"4179" 4520.87 17.6984 12.6014 6.47186 38.2749 20.1145 58.8714 40.0445 14.1932 13.399 36.9827 41.8475 29.8393 7.64207 16.6544 2.93831 5.55341 22.5063 5.13076 39.8528 8.87376 10.8649 0.00459206
"2861" 4510.58 13.0242 6.12339 26.6014 17.9628 72.5433 11.0859 59.3477 13.4103 35.3578 16.967 35.306 10.2234 25.9141 5.44391 26.3428 24.7915 32.9531 16.5638 16.7776 17.1193 13.1836 0.120326
"3633" 4711.66 9.54518 6.79317 5.61948 3.90188 47.9146 37.5944 51.1038 24.553 17.0451 7.21831 3.37384 49.5407 22.8128 24.3808 16.1193 23.4016 14.168 0.532813 12.9164 19.5097 28.5977 0.0597003
"2834" 4562.54 5.50281 10.6304 18.1061 22.2515 44.839 47.8955 32.5518 14.058 21.4966 47.2419 8.4602 6.59276 16.5782 53.3495 7.21899 2.46761 13.6872 15.4265 9.91587 41.2805 14.5026 0.0283085
"2224" 4580 27.3131 8.24686 10.5628 13.0099 18.3268 64.7904 39.5442 21.8837 2.97662 63.0175 0.457324 10.0902 31.1994 36.0853 2.257 19.8296 8.49417 19.4576 20.7018 31.8531 20.3223 0.145689
"5836" 4355.83 18.9234 28.5295 34.8352 16.5394 28.648 88.1078 9.51257 12.3566 29.9977 30.7511 28.1821 33.7507 5.38506 22.5693 6.95216 34.5429 10.0779 31.5517 23.2233 0.806947 38.558 0.0140286
"6501" 4619.33 15.534 2.87594 26.7781 1.30061 63.4404 31.9986 35.9046 10.9812 6.21568 46.8762 35.4557 6.47065 21.8745 22.0213 24.7031 22.4935 13.3218 6.43193 14.6897 31.4811 46.1688 0.00397554
"2677" 4544.37 8.28274 21.7541 20.1947 8.35641 71.2271 22.0125 24.3516 34.4519 25.9337 8.37977 48.8476 13.9058 26.2934 13.1951 15.5853 20.3482 27.971 4.36568 20.7354 15.1637 10.4881 0.00511871
"3090" 4630.77 5.71434 12.4927 12.9979 14.4855 12.227 94.6948 8.10019 37.4246 6.38664 38.5773 15.9051 29.7997 11.6658 30.2901 12.4434 23.3102 5.94662 4.81672 18.2143 27.1229 25.4104 0.0320373
"1769" 4516.57 4.85134 19.0471 12.4782 51.5634 40.4348 52.9449 15.6153 18.0423 6.50083 46.5537 30.4397 16.8774 15.9552 24.1961 13.7693 12.5911 21.575 12.058 12.4021 11.5291 28.3142 0.112431
"1293" 4578.64 30.9137 4.66832 7.30053 35.0784 21.7887 67.618 4.52103 23.3612 29.7976 40.8923 6.31857 21.2185 15.9162 18.1702 30.9816 13.5138 11.6293 59.981 2.53373 7.62008 12.0272 0.0527176
"2508" 4648.56 7.85497 4.30772 9.1276 15.9453 53.7073 38.5017 46.0227 7.91818 20.3949 43.5114 31.9792 10.437 10.3958 26.4131 7.61363 4.65842 38.2772 8.54573 7.89811 38.573 13.2421 0.0455378
"2763" 4563.82 23.4815 6.68029 17.0189 24.6833 59.7569 22.548 32.2322 21.9664 5.72729 14.489 32.6779 28.9709 35.47 14.085 5.69648 28.4847 34.9907 7.07723 3.41134 8.17942 17.6518 0.00198292
"6735" 4611.23 4.54202 22.1242 11.9858 32.3956 38.0997 22.4173 50.7187 24.1601 11.0535 33.9472 15.7811 16.3419 20.5428 30.2962 18.0019 0.215578 28.2754 4.87113 20.6411 11.3099 9.6993 0.027501
"293" 4521.92 3.78773 3.64413 7.29345 50.611 39.5379 43.2475 39.5972 25.0587 12.5329 53.4367 7.5304 17.3729 23.3566 27.4329 5.0421 8.71391 43.6229 23.8429 1.71222 9.49509 25.2815 0.0146588
"6306" 4593.21 12.2652 13.8866 13.0636 29.4756 49.5119 33.38 23.0694 33.3838 2.92674 34.0537 30.4269 14.6085 13.9097 37.327 11.246 5.84941 30.3681 14.6279 50.8669 18.212 6.34577 0.00579512
"910" 4483.1 26.3993 3.9574 25.4497 15.441 76.6991 13.9322 37.6638 22.5911 15.1334 21.5707 4.62944 60.0454 21.6648 15.1119 19.1575 2.86769 22.8585 8.11303 37.3012 12.9626 21.6335 0.0879313
"3912" 4533.17 7.45876 27.2282 21.0833 2.4379 60.9948 57.5177 10.9889 28.0289 13.4702 26.7636 33.5717 26.1719 26.9695 0.548919 16.3999 30.055 2.7218 2.33492 12.4358 10.7791 16.3504 0.175068
"1808" 4503.81 2.92585 29.2972 30.4196 5.95727 72.5996 34.48 13.7566 34.2926 3.40212 43.1589 39.6863 2.29087 19.6036 26.6232 8.08473 6.73038 4.09952 33.7029 27.3666 10.6464 27.5507 0.00775191
"3141" 4592.69 11.1475 18.4463 12.4979 21.7979 52.1411 26.6554 10.0128 71.4808 8.72593 32.2937 2.24623 9.22558 46.4203 9.36086 7.55825 36.2629 14.0859 13.2682 26.5541 7.79473 9.90637 0.0444447
"2288" 4535.9 2.6853 4.46374 14.3493 40.604 14.8707 76.9391 38.5217 2.70939 36.626 13.3903 10.5869 43.0405 13.8704 40.5329 11.8277 21.6865 26.3876 16.0922 6.79062 20.392 10.6318 0.0742984
"2669" 4497.87 10.2545 15.5953 29.3298 11.3976 75.3753 32.268 19.3681 26.7159 11.7173 24.2188 37.3288 15.8208 5.12979 41.4325 14.7327 23.6188 2.23457 5.31716 16.499 25.4498 11.178 0.0696589
"1342" 4507.51 7.77158 5.28531 27.6245 30.9941 73.4336 27.6666 39.3807 5.99422 12.6539 29.757 23.702 6.26479 31.2787 21.0723 31.3064 24.7793 2.80753 10.5072 4.09496 34.2581 20.6508 0.00488189
"6162" 4511.9 4.69692 16.3027 21.5083 30.0632 47.1508 65.1642 12.9604 5.8498 11.8214 45.7544 14.3539 22.0111 39.537 19.5838 8.32663 2.34566 21.6462 1.84001 51.8176 4.44469 13.4827 0.0237246
"1012" 4530.78 9.42924 10.9436 1.7853 41.9044 73.5521 9.05671 55.0966 17.8055 6.12629 30.9087 20.4955 18.4532 40.6132 17.877 11.4697 10.7281 40.5496 10.0723 4.12071 17.766 21.1951 0.00775988
"1592" 4521.7 16.2523 9.26904 7.68841 36.8363 1.01144 89.8481 19.181 50.3221 10.0305 31.0797 13.4091 1.66579 30.3177 37.0198 9.43354 17.8152 27.8857 7.53295 8.99084 29.6357 12.8176 0.0623026
"3363" 4583.76 14.1567 9.74952 23.4503 7.59419 42.4509 50.0273 16.6167 35.623 7.53445 48.0117 35.288 13.0946 24.7967 12.3176 4.14792 21.1669 21.4167 21.8955 13.4783 11.6487 12.2192 0.0221414
"3171" 4589.57 0.491209 9.30548 9.86835 46.3622 43.8356 44.9265 27.8837 27.6184 10.7203 29.0644 32.2319 29.5488 6.64707 22.8535 8.32744 20.3886 17.6887 11.036 16.8873 7.73589 37.8529 0.037118
"5745" 4598.07 6.04517 24.835 2.68605 15.5155 57.5931 45.2822 18.2205 18.3551 3.74754 26.8926 45.143 7.68121 53.4675 13.7817 7.31005 28.1854 7.86556 4.12382 42.9263 11.0973 7.03085 0.106372
"896" 4427.07 7.27488 2.1213 45.7045 25.9359 62.8494 33.7242 26.1488 28.672 5.98017 57.1663 5.27968 34.006 20.8262 15.4856 12.4123 3.81285 32.106 19.6666 11.8754 15.1961 95.9266 0.00100121
"3495" 4517.68 10.8757 34.75 14.5308 2.77447 50.5676 61.6393 20.7835 8.68905 30.4269 20.1801 30.6118 26.9516 4.57421 36.5166 12.6417 16.3828 20.3358 30.0163 39.2581 2.34517 30.2814 0.0590657
"3922" 4597.23 1.83636 21.2327 17.3299 6.24322 62.7594 53.4074 19.2398 4.81773 20.4957 44.5595 9.14753 32.1056 14.2923 32.6453 1.66854 10.784 7.25392 47.9321 7.23232 8.33253 2.1808 0.0276407
"2603" 4536.44 11.6261 12.772 38.4363 2.8132 45.1918 55.8372 38.4603 12.7413 17.7349 23.5458 38.1625 21.0208 13.4914 2.92832 33.4263 33.8225 0.41949 13.1078 5.25958 14.1683 27.6604 0.022265
"1653" 4656.06 8.39245 18.5212 3.08175 6.20934 66.9187 28.2634 29.7732 18.2717 22.9077 39.5605 23.8567 20.0257 2.43495 41.4414 5.81552 7.74813 23.2757 9.5683 13.5608 53.0465 26.9066 0.10793
"4318" 4534.27 0.0587218 32.0257 25.4019 2.2632 54.9164 53.5472 19.8962 20.4132 19.1319 34.5956 28.3162 29.0079 5.5495 26.4213 4.88593 2.23569 31.9147 23.1106 8.39693 43.5464 18.8298 0.0282962
"6293" 4636.59 8.25526 2.12643 16.2146 14.6262 29.7015 49.2796 50.2773 38.657 2.94197 15.3223 51.3709 8.97368 25.8295 19.8184 5.1131 3.29743 1.72281 52.0972 14.0395 0.828554 53.7894 0.0170138
"2465" 4549.02 26.0342 13.9609 9.49525 7.69743 48.7264 39.5876 40.4621 28.903 5.29354 43.809 15.6385 20.1987 38.6317 7.83705 21.8285 2.15247 15.4308 11.086 22.592 34.5685 4.88563 0.0639054
"4307" 4477.97 23.4711 18.6416 26.4804 5.08027 27.4156 71.9949 22.1817 36.1484 15.1337 31.0899 22.2277 23.9638 3.52572 33.4992 33.7748 4.00786 6.56705 26.901 13.123 11.2995 15.2065 0.113505
"5947" 4556.91 27.9077 0.448978 22.9288 3.49479 54.2474 39.9737 23.9073 42.2797 34.085 12.5236 11.5362 13.6933 1.73849 59.912 18.3693 4.88142 31.5252 12.9388 32.1793 6.66252 2.49354 0.055406
"5504" 4526.66 24.669 10.9573 13.2554 34.6634 32.5657 64.1724 7.99544 21.4697 25.9263 20.1255 30.3802 13.4917 39.3203 12.9366 14.6869 18.1718 32.6358 21.4905 6.53506 4.87843 17.7277 0.00722943
"1405" 4571.45 10.8279 6.66726 32.8771 4.64847 28.9591 74.8706 15.2248 28.9519 4.91234 22.3077 4.81693 77.504 13.6667 1.61642 21.0914 35.625 8.24463 1.23188 19.2386 9.2361 10.8446 0.235398
"1132" 4539.45 19.7352 5.2455 8.22088 48.8769 26.1646 62.9998 20.9792 18.8723 12.2965 55.2365 3.26727 5.68569 51.9589 8.26046 4.32751 7.76322 3.12612 13.2387 14.5605 31.8394 20.6222 0.0418612
"6823" 4525.53 10.3582 10.1673 24.749 33.2693 35.9826 42.6924 25.0331 30.4912 0.64905 48.224 15.2101 38.7487 13.5816 9.02919 35.3296 14.809 5.33794 6.63951 33.8961 13.2851 10.9794 0.0664755
"6122" 4456.2 34.4464 9.0527 2.46586 23.5156 76.2507 23.8142 42.9793 21.175 12.4735 50.9231 12.9147 21.7505 10.7096 3.05459 31.1005 16.6533 16.1632 9.8625 13.8695 12.9323 43.7065 0.23537
"863" 4558.58 26.87 6.93491 20.8866 3.76134 58.0776 49.9881 14.9079 21.5866 24.6833 33.0034 13.5076 27.1832 10.9777 34.8744 21.1044 29.6934 6.56123 3.55621 13.8452 10.61 19.8753 0.0861789
"531" 4510.51 2.04114 29.9692 12.9916 24.0156 58.8788 52.3011 20.8379 1.25562 38.7737 32.3413 9.69479 26.9183 16.2379 29.2464 6.07094 9.91784 25.0422 11.5606 7.21312 32.1656 8.74723 0.0039723
"1521" 4478.86 13.0922 9.6735 15.5642 47.7866 16.9795 65.2126 39.6966 12.605 10.7899 22.5474 6.59062 68.0915 12.2566 20.3287 8.17295 1.70163 7.18486 2.40137 47.0622 23.1451 20.2629 0.0038526
"3116" 4546.17 5.2144 24.1799 20.0924 31.4648 57.3628 12.495 40.8825 27.5064 7.13542 47.8057 5.11444 8.26291 34.4853 25.9149 18.5395 6.56474 17.692 28.7415 1.7714 17.2635 6.47367 0.00673782
"4869" 4635.25 1.40685 18.2875 11.4382 15.8901 50.8539 37.024 24.4551 16.9272 52.6111 19.1078 11.2091 10.6308 33.3542 12.1977 3.17814 4.08392 13.0335 23.8048 5.22965 12.7065 27.1203 0.0229412
"112" 4527.59 28.9114 15.1958 15.2146 11.7185 68.8346 17.8553 31.7951 25.4725 22.4081 25.868 37.3822 7.63908 29.227 20.565 7.16562 4.2399 14.5672 23.9989 1.52375 23.1057 10.8485 0.0634977
"2062" 4419.1 27.0935 9.18817 15.9552 46.0406 43.9158 40.1339 7.85211 4.81339 44.1374 32.254 49.7786 6.06725 10.8554 23.7845 26.8324 8.9413 3.98693 21.8921 4.22854 19.0867 4.8987 0.00715258
"4455" 4432.72 12.912 21.638 10.7155 25.6848 49.1841 69.0736 13.5997 25.0216 10.1844 27.9425 47.3036 20.6632 32.6315 5.8605 11.6208 8.29708 18.5671 13.6309 25.7578 11.823 0.870323 0.23778
"3658" 4546.91 33.7739 4.10281 16.9092 8.27997 34.621 42.4646 47.8213 32.0607 8.19275 6.86312 27.7935 29.8071 39.8154 12.8002 17.1063 17.1154 7.63417 9.91201 39.338 5.65991 4.28458 0.0311472
"4089" 4595.71 7.70034 19.3765 16.9108 6.74461 38.6136 67.8043 30.7591 15.6826 19.0344 13.8481 58.6295 6.33757 3.29743 35.3846 5.04883 1.98708 20.8285 40.0869 10.3309 6.37685 5.22218 0.0051857
"732" 4640.6 7.68662 7.17179 24.2473 25.3155 38.9768 33.7907 30.9596 20.999 21.6887 9.69612 56.3117 27.2065 6.51407 20.3004 15.4742 15.3372 35.6902 6.41628 7.45976 7.16489 43.1864 0.00648567
"1775" 4546.46 4.31307 17.2942 5.82138 36.8925 8.93263 101.429 9.5017 22.1117 17.4007 31.6365 36.3114 23.7569 12.3992 19.5202 13.161 12.1859 14.2656 26.1139 8.98825 15.8641 15.1904 0.0807959
"4238" 4464.3 8.11575 13.103 41.9653 16.5676 61.6722 27.6511 36.9751 19.65 5.19816 30.5685 28.0363 31.3786 3.20821 44.7139 3.02636 12.579 14.5642 18.0529 33.3544 9.13498 6.92887 0.000462436
"4965" 4618.92 5.44918 15.2052 17.549 5.32972 55.2656 63.0707 8.195 30.1074 7.56031 62.9444 3.9108 14.358 14.5389 31.3309 20.2036 9.74974 21.3929 56.3437 17.1643 9.95345 5.98448 0.0227182
"5043" 4696.45 8.84952 10.1614 3.16003 10.3334 35.0771 57.1136 21.2023 44.2591 6.78301 42.3059 22.7693 14.7101 13.9316 28.2151 18.3319 1.13793 9.85916 6.28987 12.4994 32.3665 29.79 0.00368898
"6234" 4640.89 4.87679 16.9211 2.53096 34.8357 61.1509 6.54174 42.7849 16.8306 14.3577 52.8634 3.67071 8.78762 34.8043 25.7284 3.3918 19.9861 36.3565 8.04955 19.2995 5.36757 14.2653 0.0600428
"4242" 4563.28 7.19257 3.58495 33.2468 16.9479 44.5537 42.2522 22.9633 34.3121 8.4102 37.556 19.986 41.5407 16.0628 17.7288 10.822 11.4155 12.6707 6.5816 3.61088 52.4381 7.9469 0.00299199
"5855" 4473.42 24.0985 21.5159 23.5632 7.90829 9.13995 81.8404 28.1877 55.4677 10.6392 17.3679 36.467 2.39551 16.0759 25.2817 23.6047 5.04417 11.2311 14.0943 7.20606 53.2308 3.68266 4.56728e-05
"3424" 4422.67 34.4369 8.56969 17.1819 27.7397 3.6528 89.286 28.1688 26.2133 13.4069 39.9522 28.9959 7.65951 3.6713 46.6517 13.4829 15.193 23.2961 8.54247 14.5069 5.86774 7.49458 0.0766445
"6099" 4465.53 30.4802 24.4921 17.8662 3.33107 69.8189 32.1828 21.9413 21.3958 10.0004 67.7105 4.08332 14.9221 37.7106 6.99609 8.86333 7.54515 37.7492 10.8846 15.6253 16.135 50.6864 0.0167036
"6170" 4558.25 5.94048 15.376 4.64905 29.6653 56.0395 48.0888 27.9776 9.24601 26.0451 24.3481 19.5572 9.17239 28.1866 38.2206 13.6856 18.3763 9.398 21.8841 15.8365 18.0593 4.89244 0.0794401
"5352" 4625.4 4.82998 11.5872 12.7093 18.6008 34.3665 61.8632 19.7149 26.2996 12.4247 52.4542 23.2912 8.97846 29.0698 13.8842 21.7989 14.7757 33.4865 10.9978 4.3289 59.324 0.657824 0.0704194
"1968" 4449.3 19.911 19.6466 5.34223 42.1983 39.1536 54.0534 6.72912 25.006 38.6818 28.7475 22.2409 19.367 12.3552 22.6041 38.4501 12.8571 5.01302 21.0018 11.7284 5.6818 59.9438 0.00416803
"4559" 4591.56 15.3523 13.7588 18.4816 4.03053 24.8549 73.3286 17.2102 26.9218 26.2922 11.5521 57.4752 15.7194 23.1073 11.0835 18.2238 12.727 19.5383 4.99741 17.837 16.4488 15.0352 0.0160848
"4608" 4652.05 17.5331 0.798566 14.7032 13.955 16.0827 83.743 13.3092 26.9094 7.87638 43.9601 29.31 3.8007 29.2296 19.0294 6.65267 28.0469 14.7958 5.34254 25.9109 17.1838 24.1533 0.00933355
"4499" 4541.6 9.27356 40.7303 0.484201 19.1365 64.6865 18.861 22.9053 28.1455 13.7618 35.245 32.7006 10.5992 40.6551 8.83285 5.54087 11.9951 21.9885 4.95669 31.7049 10.8494 3.19004 0.0263787
"2737" 4454.25 31.8683 4.57044 14.1504 28.7815 15.8739 68.1196 47.5254 9.31321 33.9413 19.0417 17.1629 42.2126 11.2792 20.9836 5.01893 15.6834 4.58535 0.765307 34.6483 32.4228 17.642 0.0430944
"1988" 4591.51 2.67541 19.3709 28.627 30.7919 26.5587 35.1397 46.9055 3.08622 30.895 37.6545 5.0745 35.2383 18.2326 21.3705 5.97511 12.8622 2.5378 31.2574 22.3596 10.6692 15.6792 0.00223165
"2115" 4478.61 26.9815 3.62749 15.7156 28.4009 47.3732 43.8508 35.4748 23.6291 4.91285 47.6376 14.6947 32.3195 14.5928 24.9995 11.3513 24.4874 24.9432 16.6629 5.72609 10.9644 21.1992 0.053728
"6076" 4491.87 37.2439 12.5219 14.0385 6.24968 61.3117 31.3358 50.6362 6.32464 21.9284 39.9082 5.54329 7.46565 61.5712 4.10914 14.6793 25.9812 7.47889 4.60026 26.0023 7.43417 10.5118 0.0174663
"191" 4558.76 12.7855 32.1853 3.81926 9.67135 58.4166 36.5933 27.5718 29.4571 12.2248 22.0366 41.9157 11.0834 20.5085 30.0592 24.1122 17.0862 21.8645 2.62659 6.44127 36.2363 25.7317 0.00508781
"2610" 4540.45 5.85007 14.1393 15.1383 32.2964 44.9809 33.5701 33.5387 32.279 25.3662 4.2342 44.7798 17.561 23.9313 21.354 13.0838 20.353 5.52476 23.2453 7.631 20.1923 2.07652 0.252135
"5815" 4542.79 11.4953 11.4755 36.7537 3.36432 55.7044 30.4013 37.8451 5.99082 45.0193 20.0617 17.5175 13.208 38.9039 18.5599 13.2471 18.1032 17.8825 27.0215 2.18174 4.27703 5.9035 0.0418719
"5014" 4688.33 2.43099 4.37277 5.86898 4.11234 46.8624 80.3295 5.22811 28.8553 14.3792 18.3982 52.0622 15.8131 16.1171 22.4521 1.38121 11.6587 8.70189 8.39896 3.39611 83.1775 6.67037 0.271677
"6205" 4454.26 7.85262 18.4675 10.7937 46.8889 74.6655 14.5617 27.952 23.9436 25.7231 26.9203 41.7252 1.1685 15.5241 28.4512 18.2911 5.83528 4.18509 6.64558 33.0118 18.3237 7.95363 0.039642
"486" 4564.1 8.37916 17.1829 5.66895 29.263 27.5469 51.751 40.9338 16.6531 27.0267 13.4304 12.4382 43.7222 11.7373 42.9178 11.0752 1.27794 16.0614 15.4518 42.8231 15.6546 39.7236 0.00425671
"3332" 4608.5 11.6888 11.7604 12.0841 12.8672 34.6795 48.9268 43.9909 16.7011 26.849 25.4109 27.2068 11.6413 26.8803 28.0428 9.80088 8.77593 38.5623 6.76886 0.559639 28.676 44.906 0.0382512
"5925" 4429.44 29.2045 12.3284 20.4447 36.524 60.873 18.5901 31.1501 25.9557 10.2919 14.9272 24.1012 27.9143 15.1121 45.0135 12.3515 17.8995 11.2171 35.8887 9.94966 4.21267 8.1858 0.0618362
"2866" 4453.48 13.9127 10.4838 42.8975 10.1835 72.5433 16.5833 38.7925 5.70318 20.1797 39.6463 28.9577 13.269 41.9316 3.33357 34.28 8.91554 1.38209 34.337 7.32541 18.4972 8.58695 0.282035
"1785" 4546.16 6.82457 19.9 25.4339 26.8619 23.3078 54.3491 22.365 32.2711 7.98277 8.35309 39.7493 38.0718 21.6696 21.0187 5.90926 6.25712 8.56764 24.6282 7.78128 30.4944 5.83875 0.0566806
"2314" 4550.7 8.90418 7.12439 12.9966 40.3686 50.8931 25.9565 48.6231 13.3047 17.0836 41.0471 12.6014 33.5001 18.841 14.2174 17.3042 14.7675 3.80515 35.436 4.22951 7.9304 24.5148 0.0343455
"4579" 4613.86 22.1377 5.71942 13.4079 5.11312 47.1258 67.7621 12.2329 29.2 30.9968 10.8558 35.9772 21.0091 10.5983 24.8975 10.4371 0.324167 15.2419 16.5909 19.1579 15.2605 46.6237 0.0480179
"4940" 4674.71 1.99508 13.3833 8.10825 9.80439 48.1002 56.396 12.6146 30.3586 0.677116 57.3559 13.4412 26.9034 3.26609 26.3621 30.1759 1.88763 9.43008 15.7819 28.6279 13.8775 7.80828 0.0574847
"3949" 4603.08 3.75261 29.9984 6.11233 12.2564 40.9477 46.5762 44.4805 19.7794 10.5126 39.5228 8.83824 38.8063 9.3917 23.1383 17.9871 16.1195 16.9254 37.4289 7.08916 6.99323 24.603 0.1014
"3287" 4567.19 13.9901 12.6927 3.64727 16.1898 52.7279 51.5186 24.2298 38.5122 15.0511 4.36347 54.11 8.09141 9.52202 37.2924 19.1795 9.41985 18.8893 2.37312 9.83612 33.3131 43.5447 0.213776
"2939" 4649.67 4.88201 10.5515 12.899 13.1535 64.3207 24.2128 40.7639 18.5441 6.90668 29.8932 42.9931 10.0895 15.6379 34.667 13.5788 15.2553 4.05204 11.8062 10.1515 31.9277 5.38522 0.00196099
"6469" 4602.61 15.8034 3.57644 8.24837 24.6167 50.7023 41.905 29.0569 27.0859 7.75867 36.9153 22.4699 8.12447 17.5464 34.4198 20.2852 27.1186 4.0469 18.1303 5.36545 19.3281 30.6496 0.0131183
"2043" 4567.34 34.8543 2.4907 6.76144 19.8725 41.0836 56.6752 22.227 20.3941 2.3976 39.0093 19.0462 26.1885 20.8211 36.0322 14.1898 4.42328 24.4753 2.81869 29.3592 3.48206 8.78279 0.194731
"3625" 4718.21 11.4635 2.01085 2.77433 22.0198 41.4136 38.3798 44.032 6.71272 19.1709 25.164 6.51198 62.2774 4.82608 20.4019 19.286 2.82083 1.19957 32.2816 38.7462 0.376699 29.5614 0.00106833
"4738" 4503.02 41.8848 5.10334 14.9869 5.39367 42.6345 65.5845 19.1414 24.7069 6.35397 40.201 27.6228 19.2299 10.2368 34.1169 26.4123 5.75186 11.8591 21.2562 3.74741 16.686 17.4442 0.102622
"2606" 4573.41 2.4327 8.74106 27.9639 15.508 46.6464 52.0961 25.2941 21.9705 27.6188 23.8964 28.303 19.3632 22.4269 16.0654 18.9807 22.0021 11.505 14.9811 5.65963 24.254 12.7815 0.0518007
"6100" 4468.31 30.4802 24.4921 18.4574 5.27588 65.6855 26.9475 27.2643 22.8775 16.0492 67.7105 2.90617 17.7766 20.5086 21.4346 14.2122 2.76556 21.2278 14.3607 20.1051 15.4241 18.4392 0.00803888
"1184" 4561.97 10.7801 2.42026 4.25641 39.0597 28.8529 31.422 46.2304 44.6823 24.2405 26.0551 14.9061 25.0524 13.6637 14.4502 26.1799 20.802 32.1923 17.2334 4.63559 21.8215 3.59541 0.324391
"5004" 4688.91 10.6556 9.09567 0.710506 10.9477 48.5214 41.7371 22.7053 44.1016 9.8997 33.8292 26.8328 13.5056 40.302 4.65776 20.2882 23.4831 1.10494 3.47111 42.1827 23.4567 3.61422 0.0956367
"4341" 4597.45 8.6936 19.2713 13.5672 3.57878 65.0101 29.1951 40.4554 17.5873 19.3875 34.699 30.386 28.6518 3.94706 4.96951 14.2609 12.5194 6.62507 22.659 13.3862 11.8204 9.97716 0.0554486
"187" 4563.07 13.6618 20.4715 12.5461 10.3485 57.8614 50.6475 12.1125 13.2463 21.7937 54.4675 2.6168 11.2664 26.4928 37.8199 15.8726 19.1198 5.11699 14.4451 11.9951 6.90831 6.55929 0.0370557
"2601" 4618.46 0.758515 19.9919 22.0552 2.8132 38.6055 51.993 28.5519 30.4652 30.4159 18.6579 38.1625 21.691 16.6566 9.91419 21.8611 31.6815 19.7233 11.7597 0.673331 23.335 35.5398 0.022265
"656" 4564.86 6.90194 2.85967 11.0807 38.0319 49.7391 47.7778 26.387 32.1941 5.39308 6.11457 52.7397 23.7343 7.2411 35.7988 5.96194 6.91926 59.6844 12.9144 1.77185 12.8809 6.56865 0.00781508
"6973" 4484.61 6.46854 7.23554 6.65465 51.0089 49.4527 53.1829 16.8631 17.6266 37.1901 30.5108 24.8496 11.2465 22.8044 27.4791 14.3165 13.3059 9.5134 36.2684 3.33133 1.18898 9.04327 0.0152741
"6802" 4419.61 10.2361 6.15336 39.5899 31.3673 34.8046 58.356 17.0758 29.486 31.8668 37.5245 6.7869 6.22857 36.906 25.9792 16.2508 11.856 23.824 18.2738 8.58697 17.9074 25.5393 0.0586354
"1685" 4625.36 5.44865 29.185 2.00173 9.34554 72.9529 12.2825 33.8724 28.3199 5.32398 52.3131 27.6581 9.46769 15.1579 28.4071 13.921 23.6627 6.47894 19.6931 9.76618 10.4293 19.0019 0.0517518
"5936" 4538.53 17.8057 10.5837 3.64737 29.1139 45.4519 38.2792 37.2244 26.4673 10.904 16.201 14.5226 57.2864 3.58913 41.5256 6.05922 19.2052 5.64682 11.6362 23.6557 27.2865 0.223138 0.00813298
"5999" 4585.72 23.9606 6.81925 12.8422 6.76256 36.7579 59.5191 30.5824 26.4279 15.4307 41.4959 10.9059 16.2967 9.92573 48.6052 3.14093 18.4481 11.5403 31.8727 0.818761 38.8174 36.3486 0.109774
"4929" 4678.21 3.2959 15.0665 2.90455 4.76324 45.6193 44.4663 37.4811 23.0991 18.179 30.0668 25.9815 17.6773 7.92616 44.4782 19.804 11.9806 17.4459 15.2507 6.14509 33.7242 14.1994 0.266717
"1680" 4646.48 5.44865 23.3488 1.24192 9.49168 72.9529 18.8118 24.8787 31.5998 0.99548 53.9665 36.1954 2.61427 26.1278 22.3148 3.82606 37.0372 1.32163 37.786 6.89519 3.364 12.6908 0.00740615
"611" 4449.53 30.1821 14.1196 29.1487 5.88544 12.2367 80.954 30.1627 38.4109 5.40067 42.6405 2.90181 29.2332 20.2082 25.5529 14.5495 5.48267 14.7109 37.4208 3.43951 29.6467 32.0995 0.0183063
"6971" 4503.74 15.1945 9.12133 14.1756 54.9421 40.1407 37.8526 11.3625 29.8686 28.8986 33.8139 11.1603 5.36617 20.1351 46.5066 6.56062 17.8526 31.215 4.45243 6.37955 1.75187 4.62024 0.101759
"4976" 4627.07 3.13298 13.717 20.5265 5.01485 44.1034 57.7205 21.981 28.4353 5.57939 46.2959 22.6549 8.09015 17.0037 38.9801 8.84163 5.7299 11.2082 14.2941 26.478 17.717 16.3157 0.0713727
